rest_name,category,name,price,img
The State Diner,Sides,French Fries with Gravy,4.25,
The State Diner,Sides,French Fries with Cheese,4.84,
The State Diner,Sides,French Fries with Gravy and Cheese,5.74,
The State Diner,Sides,Side of Gravy,1.25,
The State Diner,Sides,Home Fries,3.99,
The State Diner,Sides,Home Fries with Cheese,4.25,
The State Diner,Sides,Home Fries with Gravy,4.25,
The State Diner,Sides,Home Fries with Gravy and Cheese,5.25,
The State Diner,Sides,Chili Cheese Fries,6.25,https://www.ithacatogo.com/food/v_1_i1812840s.jpg
The State Diner,Sides,Mashed Potatoes (No Gravy),3.99,
The State Diner,Sides,Mashed Potatos with Gravy,4.79,https://www.ithacatogo.com/food/v_2_i228581s.jpg
The State Diner,Sides,Cole Slaw,3.75,
The State Diner,Sides,Side Salad,3.75,https://www.ithacatogo.com/food/v_1_i1812842s.jpg
The State Diner,Sides,Cottage Cheese,3.5,
The State Diner,Sides,Macaroni Salad,3.5,https://www.ithacatogo.com/food/v_1_i98142s.jpg
The State Diner,Sides,Applesauce,3.5,
The State Diner,Sides,Hot Veggie of the Day,2.75,
The State Diner,Milkshakes,Vanilla Milkshake,6.25,https://www.ithacatogo.com/food/v_1_i98201s.jpg
The State Diner,Milkshakes,Chocolate Milkshake,6.25,https://www.ithacatogo.com/food/v_2_i98202s.jpg
The State Diner,Milkshakes,Strawberry Milkshake,6.25,
The State Diner,Beverages,Coffee,2.5,https://www.ithacatogo.com/food/v_1_i98196s.jpg
The State Diner,Beverages,Hot Chocolate,2.99,
The State Diner,Beverages,Hot Tea,2.5,
The State Diner,Beverages,Large Milk,2.99,https://www.ithacatogo.com/food/v_1_i98198s.jpg
The State Diner,Beverages,Chocolate Milk,3.75,
The State Diner,Beverages,Iced Coffee,2.75,
The State Diner,Beverages,Iced Tea,2.75,https://www.ithacatogo.com/food/v_2_i1812844s.jpg
The State Diner,Beverages,Pink Lemonade,2.75,
The State Diner,Juices,Large Orange Juice,4.5,https://www.ithacatogo.com/food/v_1_i98173s.jpg
The State Diner,Juices,Small Apple Juice,3.25,
The State Diner,Juices,Small Orange Juice,3.25,
The State Diner,Juices,Small Cranberry Juice,3.25,
The State Diner,Juices,Large Apple Juice,4.5,
The State Diner,Juices,Cranberry Juice,4.5,
The State Diner,Juices,V8 Juice,3.25,
The State Diner,Appetizers,Onion Rings,6.25,
The State Diner,Appetizers,Mozzarella Sticks,7.5,https://www.ithacatogo.com/food/v_1_i3253481s.jpg
The State Diner,Appetizers,Chicken Fingers,7.99,https://www.ithacatogo.com/food/v_1_i98213s.jpg
The State Diner,Appetizers,Cheddar Cheese Jalapeno Poppers,7.5,
The State Diner,Appetizers,Butter Breaded Mushrooms,7.5,
The State Diner,Appetizers,Appetizer Platter,16.99,
The State Diner,Burger Corner,One Pound Burger,19.95,
The State Diner,Burger Corner,Greek Burger,13.99,
The State Diner,Burger Corner,Southwest Burger,13.99,https://www.ithacatogo.com/food/v_1_i1810957s.jpg
The State Diner,Burger Corner,Cajun Burger,13.99,
The State Diner,Burger Corner,Colossal Burger,13.99,https://www.ithacatogo.com/food/v_1_i1810968s.jpg
The State Diner,Burger Corner,Bacon Cheeseburger,7.99,
The State Diner,Burger Corner,Tullyburger,7.29,https://www.ithacatogo.com/food/v_1_i97782s.jpg
The State Diner,Burger Corner,Bo Burger,7.29,
The State Diner,Burger Corner,Moseburger,8.29,
The State Diner,Burger Corner,Double Cheeseburger,8.99,
The State Diner,Burger Corner,Deluxe Cheeseburger,9.99,https://www.ithacatogo.com/food/v_1_i97785s.jpg
The State Diner,Burger Corner,Veggie Burger,13.99,
The State Diner,Burger Corner,Turkey Burger,13.99,
The State Diner,Hot Dogs,Classic Hot Dog,4.25,
The State Diner,Hot Dogs,Bacon Cheese Dog,7.25,
The State Diner,Hot Dogs,Chili Cheese Dog,7.25,
The State Diner,Hot Dogs,BLT Dog,8.25,
The State Diner,Hot Dogs,Cheese Hot Dog,6.25,
The State Diner,Pita Sandwiches,Vegetarian Pita Sandwich,8.99,
The State Diner,Pita Sandwiches,Gyros Pita Sandwich,8.99,https://www.ithacatogo.com/food/v_1_i97602s.jpg
The State Diner,Pita Sandwiches,Chicken Souvlaki Pita Sandwich,9.99,https://www.ithacatogo.com/food/v_1_i98671s.jpg
The State Diner,Pita Sandwiches,Pork Souvlaki Pita Sandwich,9.99,
The State Diner,Pita Sandwiches,Turkey Pita Sandwich,8.99,
The State Diner,Pita Sandwiches,Tuna Pita Sandwich,8.99,
The State Diner,Pita Sandwiches,Chicken Salad Pita,8.99,
The State Diner,Wraps,3 Cheese Chicken Wrap,11.99,
The State Diner,Wraps,Buffalo Chicken Wrap,11.99,
The State Diner,Wraps,BLT Wrap,11.99,
The State Diner,Wraps,Chicken Caesar Wrap,11.99,
The State Diner,Wraps,Crunchy Chicken Cheddar Wrap,11.99,
The State Diner,Wraps,Turkey Club Wrap,11.99,
The State Diner,Wraps,Reuben Wrap,11.99,
The State Diner,Wraps,Philly Wrap,11.99,
The State Diner,Wraps,Veggie Wrap,11.99,
The State Diner,Premium Sandwiches,SD Reuben,10.99,
The State Diner,Premium Sandwiches,Patty Melt ,10.99,
The State Diner,Premium Sandwiches,Tuna Melt,9.99,
The State Diner,Premium Sandwiches,Open Steak Sandwich,11.99,
The State Diner,Premium Sandwiches,Chicken Deluxe,12.99,
The State Diner,Premium Sandwiches,Breaded Chicken Filet,9.99,
The State Diner,Premium Sandwiches,Cajun Chicken Sandwich,12.99,
The State Diner,Premium Sandwiches,Fresh Fish Sandwich,9.99,
The State Diner,Kids Menu,Hot Dog Kids Meal,8.99,
The State Diner,Kids Menu,Pancakes Kids Meal,8.99,
The State Diner,Kids Menu,Grilled Cheese Kids Meal,8.99,
The State Diner,Kids Menu,Hamburger Kids Meal,8.99,
The State Diner,Kids Menu,Chicken Fingers Kids Meal,8.99,
The State Diner,Kids Menu,Spaghetti Kids Meal,8.99,
The State Diner,Homemde Soups and Chili,Cup of Soup,3.69,
The State Diner,Homemde Soups and Chili,Bowl of Soup,3.99,
The State Diner,Homemde Soups and Chili,Cup of Chili,3.99,
The State Diner,Homemde Soups and Chili,Bowl of Chili,4.99,
The State Diner,Salads,Small Greek Salad,7.99,https://www.ithacatogo.com/food/v_1_i98010s.jpg
The State Diner,Salads,Large Greek Salad,8.99,https://www.ithacatogo.com/food/v_1_i98011s.jpg
The State Diner,Salads,Julienne Chef Salad,11.99,https://www.ithacatogo.com/food/v_1_i98015s.jpg
The State Diner,Salads,CBLT Salad,10.99,
The State Diner,Salads,Buffalo Chicken Salad,10.99,
The State Diner,Salads,Chef Salad,9.99,https://www.ithacatogo.com/food/v_1_i98013s.jpg
The State Diner,Grilled Cheese,Grilled American Cheese,3.99,https://www.ithacatogo.com/food/v_1_i97700s.jpg
The State Diner,Grilled Cheese,Grilled Cheddar Cheese,4.69,https://www.ithacatogo.com/food/v_1_i97703s.jpg
The State Diner,Grilled Cheese,Grilled Swiss Cheese,4.69,
The State Diner,Grilled Cheese,Grilled Cheese with Tomato,5.74,https://www.ithacatogo.com/food/v_1_i97709s.jpg
The State Diner,Grilled Cheese,Grilled Cheese with Ham,6.24,
The State Diner,Grilled Cheese,Grilled Cheese with Bacon,6.49,
The State Diner,Grilled Cheese,Grilled Cheese with Sausage,7.24,
The State Diner,Grilled Cheese,Grilled Cheese with Chicken,6.24,
The State Diner,Grilled Cheese,Grilled Cheese with Tuna,6.24,
The State Diner,Grilled Cheese,Grilled Cheese with Egg Salad,6.24,
The State Diner,Grilled Cheese,Grilled Cheese with Gyro,7.24,
The State Diner,Grilled Cheese,Grilled Cheese with Meatloaf,7.24,
The State Diner,Triple Decker Sandwiches,Turkey Club Triple Decker,9.59,https://www.ithacatogo.com/food/v_4_i97977s.jpg
The State Diner,Triple Decker Sandwiches,Ham and Cheese Triple Decker,9.59,https://www.ithacatogo.com/food/v_1_i97978s.jpg
The State Diner,Triple Decker Sandwiches,Roast Beef Triple Decker,9.59,https://www.ithacatogo.com/food/v_1_i97979s.jpg
The State Diner,Triple Decker Sandwiches,Tuna Salad Triple Decker,9.29,
The State Diner,Triple Decker Sandwiches,Chicken Salad Triple Decker,9.29,
The State Diner,Triple Decker Sandwiches,Meatloaf Triple Decker Club Sandwich,9.29,
The State Diner,Classic Deli Style Sandwiches,Roast Beef Deli Sandwich,5.5,
The State Diner,Classic Deli Style Sandwiches,Turkey Deli Sandwich,5.5,https://www.ithacatogo.com/food/v_1_i97641s.jpg
The State Diner,Classic Deli Style Sandwiches,Ham Deli Sandwich,5.25,
The State Diner,Classic Deli Style Sandwiches,Meatloaf Deli Sandwich,4.79,
The State Diner,Classic Deli Style Sandwiches,B.L.T Sandwich,5.5,https://www.ithacatogo.com/food/v_1_i97644s.jpg
The State Diner,Classic Deli Style Sandwiches,Corned Beef Sandwich,6.79,https://www.ithacatogo.com/food/v_1_i97646s.jpg
The State Diner,Classic Deli Style Sandwiches,Chicken Salad Sandwich,4.79,
The State Diner,Classic Deli Style Sandwiches,Egg Salad Sandwich,4.59,
The State Diner,Classic Deli Style Sandwiches,Tuna Salad Sandwich,4.79,https://www.ithacatogo.com/food/v_1_i97647s.jpg
The State Diner,Hot Open Faced Sandwiches,Hot Hamburger Open Faced Sandwich,10.99,
The State Diner,Hot Open Faced Sandwiches,Meatloaf Open Faced Hot Sandwich,9.5,
The State Diner,Hot Open Faced Sandwiches,Turkey Open Faced Hot Sandwich,9.75,https://www.ithacatogo.com/food/v_1_i97622s.jpg
The State Diner,Hot Open Faced Sandwiches,Roast Beef Open Faced Hot Sandwich,9.5,
The State Diner,Steaks and Chops,New York Strip Steak,19.99,https://www.ithacatogo.com/food/v_1_i97924s.jpg
The State Diner,Steaks and Chops,T-Bone Steak,20.99,
The State Diner,Steaks and Chops,Rib Eye Steak,22.99,
The State Diner,Steaks and Chops,Center Cut Pork Chops,18.99,
The State Diner,Steaks and Chops,Ground Sirloin,14.99,
The State Diner,Pita Pizzas,White Greek Pita Pizza,9.25,
The State Diner,Pita Pizzas,3 Cheese Pita Pizza,9.25,
The State Diner,Pita Pizzas,Build Your own Pita Pizza,9.25,
The State Diner,Greek Specialities,Gyro Platter,14.99,https://www.ithacatogo.com/food/v_1_i97895s.jpg
The State Diner,Greek Specialities,Souvlaki Platter,16.99,
The State Diner,Greek Specialities,Spanakopita,13.99,
The State Diner,Greek Specialities,Greek Wrap,13.99,
The State Diner,Desserts,Baklava,5.25,https://www.ithacatogo.com/food/v_1_i98208s.jpg
The State Diner,Desserts,Cheesecake Slice,4.95,https://www.ithacatogo.com/food/v_1_i13403922s.jpg
The State Diner,Desserts,Rice Pudding,4.99,
The State Diner,Desserts,Cake Slice,4.5,
The State Diner,Desserts,2 Scoops of Ice Cream,3.99,
The State Diner,Desserts,1 Scoop of Ice Cream,2.99,
The State Diner,Desserts,Sundae,4.5,
The State Diner,Desserts,Root Beer Float,4.75,
The State Diner,Desserts,Ice Cream Soda,4.39,
The State Diner,Desserts,Assorted Pie,3.99,https://www.ithacatogo.com/food/v_1_i1812851s.jpg
The State Diner,Desserts,Assorted Cream Pie,4.25,https://www.ithacatogo.com/food/v_1_i98206s.jpg
The State Diner,Desserts,Pie Ala Mode,5.99,
Subway,Drinks,1 Gallon Sweetened Tea,5.29,
Subway,Drinks,1 Gallon Unsweetened Tea,5.29,
Subway,Signature Platters,Classic Signature Platter,49.99,
Subway,Signature Platters,Custom Signature Wrap Platter,49.99,
Subway,Signature Platters,Savory Signature Wrap Platter,49.99,
Subway,Sub Platters,Classic Combo Sub Platter,39.99,
Subway,Sub Platters,Flavor Craver Sub Platter,39.99,
Subway,Sub Platters,Subway Fresh Fit Sub Platter,39.99,
Subway,Other Platters,Meat & Cheese Platter,43.99,
Subway,Other Platters,Toppings Platter,12.49,
Subway,Giant Subs,3 Foot Giant Sub,51.99,
Subway,Giant Subs,6 Foot Giant Sub,99.98,
Subway,Giant Subs,9 Foot Giant Sub,149.97,
Subway,Giant Subs,12 Foot Giant Sub,199.96,
Subway,Giant Subs,15 Foot Giant Sub,249.95,
Subway,Giant Subs,18 Foot Giant Sub,299.94,
Subway,Giant Subs,21 Foot Giant Sub,349.93,
Subway,Giant Subs,24 Foot Giant Sub,399.92,
Subway,Giant Subs,27 Foot Giant Sub,449.91,
Subway,Desserts,Brownies by the dozen,18.99,
Subway,Desserts,Cookies by the Dozen,6.49,
Subway,Desserts,Cookie Platter,18.99,
Subway,Desserts,Dessert Platter,36.99,
Subway,Drinks,1 Gallon Sweetened Tea,5.29,
Subway,Drinks,1 Gallon Unsweetened Tea,5.29,
Subway,Signature Platters,Classic Signature Platter,49.99,
Subway,Signature Platters,Custom Signature Wrap Platter,49.99,
Subway,Signature Platters,Savory Signature Wrap Platter,49.99,
Subway,Sub Platters,Classic Combo Sub Platter,39.99,
Subway,Sub Platters,Flavor Craver Sub Platter,39.99,
Subway,Sub Platters,Subway Fresh Fit Sub Platter,39.99,
Subway,Other Platters,Meat & Cheese Platter,43.99,
Subway,Other Platters,Toppings Platter,12.49,
Subway,Giant Subs,3 Foot Giant Sub,51.99,
Subway,Giant Subs,6 Foot Giant Sub,99.98,
Subway,Giant Subs,9 Foot Giant Sub,149.97,
Subway,Giant Subs,12 Foot Giant Sub,199.96,
Subway,Giant Subs,15 Foot Giant Sub,249.95,
Subway,Giant Subs,18 Foot Giant Sub,299.94,
Subway,Giant Subs,21 Foot Giant Sub,349.93,
Subway,Giant Subs,24 Foot Giant Sub,399.92,
Subway,Giant Subs,27 Foot Giant Sub,449.91,
Subway,Desserts,Brownies by the Dozen,18.99,
Subway,Desserts,Cookies by the Dozen,6.49,
Subway,Desserts,Cookie Platter,18.99,
Subway,Desserts,Dessert Platter,36.99,
Subway,Signature Subs,"Cold Cut Combo 6""",5.69,
Subway,Signature Subs,Cold Cut Combo Footlong,8.19,
Subway,Signature Subs,Cold Cut Combo Salad,7.89,
Subway,Signature Subs,"Italian B.M.T 6""",6.29,https://www.ithacatogo.com/food/v_1_i11446396s.jpg
Subway,Signature Subs,Italian B.M.T. Footlong,9.39,
Subway,Signature Subs,Italian B.M.T. Salad,8.49,
Subway,Signature Subs,"Meatball Marinara 6""",5.69,
Subway,Signature Subs,Meatball Marinara Footlong,8.19,
Subway,Signature Subs,Meatball Marinara Salad,7.89,
Subway,Signature Subs,"Tuna 6""",6.29,
Subway,Signature Subs,Tuna Footlong,9.39,
Subway,Signature Subs,Tuna Salad Salad,8.49,
Subway,Signature Subs,"Spicy Italian 6""",5.69,
Subway,Signature Subs,Spicy Italian Footlong,8.19,
Subway,Signature Subs,Spicy Italian Salad,7.89,
Subway,Signature Subs,"Veggie Delite 6""",5.69,
Subway,Signature Subs,Veggie Delite Footlong,8.19,
Subway,Signature Subs,Veggie Delite Salad,7.89,
Subway,Signature Subs,Veggie Patty Footlong,10.49,
Subway,Signature Subs,"Veggie Patty 6""",6.99,
Subway,Subway Fresh Fit,"Turkey Breast 6""",6.29,
Subway,Subway Fresh Fit,Turkey Breast Footlong,9.39,
Subway,Subway Fresh Fit,Turkey Breast Salad,8.49,
Subway,Subway Fresh Fit,"Roast Beef 6""",6.99,
Subway,Subway Fresh Fit,Roast Beef Footlong,10.49,
Subway,Subway Fresh Fit,Roast Beef Salad,9.19,
Subway,Subway Fresh Fit,"Oven Roasted Chicken 6""",6.29,
Subway,Subway Fresh Fit,Oven Roasted Chicken Footlong,9.39,
Subway,Subway Fresh Fit,Oven Roasted Chicken Salad,8.49,
Subway,Subway Fresh Fit,"Black Forest Ham 6""",5.69,
Subway,Subway Fresh Fit,Black Forest Ham Footlong,8.19,
Subway,Subway Fresh Fit,Black Forest Ham Salad,7.89,
Subway,Subway Premium Sandwiches,"Rotisserie Style Chicken 6""",6.99,
Subway,Subway Premium Sandwiches,Rotisserie Style Chicken Footlong,10.49,
Subway,Subway Premium Sandwiches,Rotisserie Style Chicken Salad,9.19,
Subway,Subway Premium Sandwiches,"Subway Club 6""",6.99,
Subway,Subway Premium Sandwiches,Subway Club Footlong,10.49,
Subway,Subway Premium Sandwiches,Subway Club Salad,9.19,
Subway,Subway Premium Sandwiches,"Steak and Cheese 6""",6.99,
Subway,Subway Premium Sandwiches,Steak and Cheese Footlong,10.49,
Subway,Subway Premium Sandwiches,Steak and Cheese Salad,9.19,
Subway,Subway Premium Sandwiches,"Chicken & Bacon Ranch 6""",6.99,
Subway,Subway Premium Sandwiches,Chicken & Bacon Ranch Footlong,10.49,
Subway,Subway Premium Sandwiches,Chicken Bacon Ranch Salad,9.19,
Subway,Subway Premium Sandwiches,"Sweet Onion Chicken Teriyaki 6""",6.99,
Subway,Subway Premium Sandwiches,Sweet Onion Chicken Teriyaki Footlong,10.49,
Subway,Subway Premium Sandwiches,Sweet Onion Chicken Teriyaki Salad,9.19,
Subway,Breakfast,Egg & Cheese Sm,4.49,
Subway,Breakfast,Egg & Cheese Lg,6.49,
Subway,Breakfast,"Steak, Egg & Cheese Sm",4.49,
Subway,Breakfast,"Steak, Egg & Cheese Lg",6.49,
Subway,Breakfast,"Black Forest Ham, Egg & Cheese Sm",4.69,
Subway,Breakfast,"Black Forest Ham, Egg & Cheese Lg",6.49,
Subway,Breakfast,"Bacon, Egg & Cheese Sm",4.49,
Subway,Breakfast,"Bacon, Egg & Cheese",6.49,
Subway,Make It a Combo!,Combo- Chips & 20 oz. Drink,3.49,
Subway,Make It a Combo!,Combo- Cookies with 20 oz. bottled drink,3.49,https://www.ithacatogo.com/food/v_1_i11446498s.jpg
Subway,Sides,Chips,2.19,https://www.ithacatogo.com/food/v_1_i11446327s.jpg
Subway,Sides,1 Cookie,0.99,https://www.ithacatogo.com/food/v_1_i11446328s.jpg
Subway,Sides,3 Cookies,2.49,https://www.ithacatogo.com/food/v_1_i11446329s.jpg
Subway,Beverages,Bottled Beverage,2.79,
Subway,Beverages,Chocolate Milk,2.19,
Subway,Beverages,Milk,2.19,
Subway,Signature Subs,"Cold Cut Combo 6""",5.69,
Subway,Signature Subs,Cold Cut Combo Footlong,8.19,
Subway,Signature Subs,Cold Cut Combo Salad,7.89,
Subway,Signature Subs,"Italian B.M.T 6""",6.29,
Subway,Signature Subs,Italian B.M.T. Footlong,9.39,
Subway,Signature Subs,Italian B.M.T. Salad,8.49,
Subway,Signature Subs,"Meatball Marinara 6""",5.69,
Subway,Signature Subs,Meatball Marinara Footlong,8.19,
Subway,Signature Subs,Meatball Marinara Salad,7.89,
Subway,Signature Subs,"Tuna 6""",6.29,
Subway,Signature Subs,Tuna Footlong,9.39,
Subway,Signature Subs,Tuna Salad Salad,8.49,
Subway,Signature Subs,"Spicy Italian 6""",5.69,
Subway,Signature Subs,Spicy Italian Footlong,8.19,
Subway,Signature Subs,Spicy Italian Salad,7.89,
Subway,Signature Subs,"Veggie Delite 6""",5.69,
Subway,Signature Subs,Veggie Delite Footlong,8.19,
Subway,Signature Subs,Veggie Delite Salad,7.89,
Subway,Signature Subs,Veggie Patty Footlong,10.49,
Subway,Signature Subs,"Veggie Patty 6""",6.99,
Subway,Subway Fresh Fit,"Turkey Breast 6""",6.29,
Subway,Subway Fresh Fit,Turkey Breast Footlong,9.39,
Subway,Subway Fresh Fit,Turkey Breast Salad,8.49,
Subway,Subway Fresh Fit,"Roast Beef 6""",6.99,
Subway,Subway Fresh Fit,Roast Beef Footlong,10.49,
Subway,Subway Fresh Fit,Roast Beef Salad,9.19,
Subway,Subway Fresh Fit,"Oven Roasted Chicken 6""",6.29,
Subway,Subway Fresh Fit,Oven Roasted Chicken Footlong,9.39,
Subway,Subway Fresh Fit,"Black Forest Ham 6""",5.69,
Subway,Subway Fresh Fit,Black Forest Ham Footlong,8.19,
Subway,Subway Fresh Fit,Black Forest Ham Salad,7.89,
Subway,Subway Premium Sandwiches,"Rotisserie Style Chicken 6""",6.99,
Subway,Subway Premium Sandwiches,Rotisserie Style Chicken Footlong,10.49,
Subway,Subway Premium Sandwiches,Rotisserie Style Chicken Salad,9.19,
Subway,Subway Premium Sandwiches,"Subway Club 6""",6.99,
Subway,Subway Premium Sandwiches,Subway Club Footlong,10.49,
Subway,Subway Premium Sandwiches,Subway Club Salad,9.19,
Subway,Subway Premium Sandwiches,"Steak and Cheese 6""",6.99,
Subway,Subway Premium Sandwiches,Steak and Cheese Footlong,10.49,
Subway,Subway Premium Sandwiches,Steak and Cheese Salad,9.19,
Subway,Subway Premium Sandwiches,"Chicken & Bacon Ranch 6""",6.99,
Subway,Subway Premium Sandwiches,Chicken & Bacon Ranch Footlong,10.49,
Subway,Subway Premium Sandwiches,Chicken Bacon Ranch Salad,9.19,
Subway,Subway Premium Sandwiches,"Sweet Onion Chicken Teriyaki 6""",6.99,
Subway,Subway Premium Sandwiches,Sweet Onion Chicken Teriyaki Footlong,10.49,
Subway,Subway Premium Sandwiches,Sweet Onion Chicken Teriyaki Salad,9.19,
Subway,Breakfast Subs,"Egg & Cheese 6""",5.39,
Subway,Breakfast Subs,Egg & Cheese Footlong,7.79,
Subway,Breakfast Subs,"Bacon Egg Cheese 6""",5.39,
Subway,Breakfast Subs,Bacon Egg Cheese Footlong,7.79,
Subway,Breakfast Subs,"Ham Egg Cheese 6""",5.39,
Subway,Breakfast Subs,Ham Egg Cheese Footlong,7.79,
Subway,Breakfast Subs,"Steak Egg Cheese 6""",5.39,
Subway,Breakfast Subs,Steak Egg Cheese Footlong,7.79,
Subway,Make It a Combo!,Combo- Chips & 20 oz. Drink,3.49,
Subway,Make It a Combo!,Combo- Cookies with 20 oz. bottled drink,3.49,
Subway,Sides,Chips,2.19,
Subway,Sides,1 Cookie,0.99,
Subway,Sides,3 Cookies,2.49,
Subway,Beverages,Bottled Beverage,2,
Subway,Beverages,Chocolate Milk,1.79,
Subway,Beverages,Milk,1.79,
Sushi Osaka,Soft Drinks,Unsweetened ice tea,2,
Sushi Osaka,Soft Drinks,Sparkling Water,3,https://www.ithacatogo.com/food/v_1_i13014161s.jpg
Sushi Osaka,Soft Drinks,Soda,1.75,https://www.ithacatogo.com/food/v_1_i12026176s.jpg
Sushi Osaka,Soft Drinks,Japanese Marble Soda,2.75,
Sushi Osaka,Soft Drinks,Thai Iced Tea,2.95,https://www.ithacatogo.com/food/v_1_i12026203s.jpg
Sushi Osaka,Soft Drinks,Thai Iced Tea w/ Bubble,3.25,
Sushi Osaka,Soft Drinks,Orange Juice,2.95,
Sushi Osaka,Bubble Tea ,Bubble Tea with Milk,3.95,https://www.ithacatogo.com/food/v_3_i12026205s.jpg
Sushi Osaka,Bubble Tea ,Bubble Tea without Milk,3.75,
Sushi Osaka,Smoothies,Smoothie,5.95,
Sushi Osaka,Desserts,Limoncello,6.95,https://www.ithacatogo.com/food/v_1_i15465426s.jpg
Sushi Osaka,Desserts,Spumoni bomba,6.95,https://www.ithacatogo.com/food/v_1_i15465415s.jpg
Sushi Osaka,Desserts,Chocolate truffle,6.95,https://www.ithacatogo.com/food/v_1_i15465403s.jpg
Sushi Osaka,Desserts,Bomba,6.95,https://www.ithacatogo.com/food/v_1_i15465391s.jpg
Sushi Osaka,Desserts,Exotic bomba,6.95,https://www.ithacatogo.com/food/v_1_i15465386s.jpg
Sushi Osaka,Desserts,Green Tea Ice Cream,3.95,https://www.ithacatogo.com/food/v_1_i12025544s.jpg
Sushi Osaka,Desserts,NY cheese cake,5.95,https://www.ithacatogo.com/food/v_1_i14520447s.jpg
Sushi Osaka,Desserts,Red Bean Ice Cream,3.95,https://www.ithacatogo.com/food/v_1_i12025545s.jpg
Sushi Osaka,Desserts,Mochi Ice Cream,3.95,https://www.ithacatogo.com/food/v_1_i12025560s.jpg
Sushi Osaka,Noodle Soup,Udon Noodle Soup,7.95,https://www.ithacatogo.com/food/v_1_i12025131s.jpg
Sushi Osaka,Noodle Soup,Chashu Ramen Noodle Soup,13.95,https://www.ithacatogo.com/food/v_2_i12025029s.jpg
Sushi Osaka,Noodle Soup,Soba Noodle Soup,7.95,
Sushi Osaka,Noodle Soup,Tonkotsu Ramen Noodle Soup,11.95,
Sushi Osaka,Noodle Soup,Nabeyaki-Udon Noodle Soup,12.95,
Sushi Osaka,Noodle Soup,Kitsune Udon Noodle Soup,11.95,
Sushi Osaka,Noodle Soup,Miso Ramen Noodle Soup,11.95,
Sushi Osaka,Soup,Miso Soup,2,https://www.ithacatogo.com/food/v_1_i12023786s.jpg
Sushi Osaka,Soup,Dumpling Soup,5.5,
Sushi Osaka,Salad,House Salad,3,
Sushi Osaka,Salad,Avocado Salad,6.95,
Sushi Osaka,Salad,Kani Salad,6.96,https://www.ithacatogo.com/food/v_1_i12023813s.jpg
Sushi Osaka,Salad,Seaweed Salad,4.95,https://www.ithacatogo.com/food/v_1_i12023814s.jpg
Sushi Osaka,Salad,Salmon Avocado Salad,10.95,
Sushi Osaka,Salad,Tofu Salad,6.95,
Sushi Osaka,Salad,Grilled Chicken Salad,7.95,https://www.ithacatogo.com/food/v_1_i12023825s.jpg
Sushi Osaka,Salad,Lobster Salad,8.95,
Sushi Osaka,Appetizers,Fried chicken wings,6.95,
Sushi Osaka,Appetizers,Vegetable spring Roll,3.95,
Sushi Osaka,Appetizers,Scallion pancakes,3.95,https://www.ithacatogo.com/food/v_3_i13578967s.jpg
Sushi Osaka,Appetizers,Edamame,4.95,https://www.ithacatogo.com/food/v_2_i12023645s.jpg
Sushi Osaka,Appetizers,Pork chashu bun,7.95,https://www.ithacatogo.com/food/v_1_i12746208s.jpg
Sushi Osaka,Appetizers,Shumai,5.95,https://www.ithacatogo.com/food/v_1_i12023648s.jpg
Sushi Osaka,Appetizers,Gyoza,5.95,https://www.ithacatogo.com/food/v_2_i12023649s.jpg
Sushi Osaka,Appetizers,Okonomiyaki,9.95,https://www.ithacatogo.com/food/v_2_i12023716s.jpg
Sushi Osaka,Appetizers,Tempura Rice with Spicy Tuna,12.95,https://www.ithacatogo.com/food/v_1_i12023759s.jpg
Sushi Osaka,Appetizers,Seared Tuna with Mango Salsa,10.95,
Sushi Osaka,Appetizers,Butaman,3.95,https://www.ithacatogo.com/food/v_2_i12023659s.jpg
Sushi Osaka,Appetizers,Tempura,8.95,https://www.ithacatogo.com/food/v_1_i12023902s.jpg
Sushi Osaka,Appetizers,Spicy Tuna Cracker,8.95,
Sushi Osaka,Appetizers,Agedashi Tofu,5.5,
Sushi Osaka,Appetizers,Vegetable Tempura,6.95,
Sushi Osaka,Appetizers,Tamago-Yaki,5.95,
Sushi Osaka,Appetizers,Homemade Shrimp Dumplings,6.95,https://www.ithacatogo.com/food/v_1_i12023715s.jpg
Sushi Osaka,Appetizers,Fried Scallop,5.95,
Sushi Osaka,Appetizers,Beef Tataki,8.95,https://www.ithacatogo.com/food/v_1_i12023761s.jpg
Sushi Osaka,Appetizers,Tuna Tataki,9.95,
Sushi Osaka,Appetizers,Yellowtail Jalapeno,10.95,https://www.ithacatogo.com/food/v_1_i12023784s.jpg
Sushi Osaka,Appetizers,Tako-Yaki,5.95,https://www.ithacatogo.com/food/v_1_i12023676s.jpg
Sushi Osaka,Appetizers,Sashimi Sampler,8.95,
Sushi Osaka,Appetizers,Fresh Harumaki,6.95,https://www.ithacatogo.com/food/v_1_i12023677s.jpg
Sushi Osaka,Appetizers,Sushi Sampler,8.95,https://www.ithacatogo.com/food/v_1_i12023696s.jpg
Sushi Osaka,Appetizers,Fried Oyster,6.95,https://www.ithacatogo.com/food/v_2_i12023689s.jpg
Sushi Osaka,Appetizers,Kalbi,9.95,https://www.ithacatogo.com/food/v_1_i12025370s.jpg
Sushi Osaka,Appetizers,Calamari,8.95,
Sushi Osaka,Appetizers,Saba Sioyaki,8.95,
Sushi Osaka,Appetizers,Hamachi Kama,12.95,https://www.ithacatogo.com/food/v_1_i12023692s.jpg
Sushi Osaka,Appetizers,Sake Kama,7.95,
