rest_name,category,name,price,img
Cafe Pacific,Japanese Sweets,Sriracha Peas,4.39,
Cafe Pacific,Bottled Drinks,Oi Ocha (Ito En),3.29,https://www.ithacatogo.com/food/v_1_i191772s.jpg
Cafe Pacific,Bottled Drinks,Ramune LG,3.99,
Cafe Pacific,Bottled Drinks,Calpico Water,3.25,https://www.ithacatogo.com/food/v_3_i191789s.jpg
Cafe Pacific,Bottled Drinks,Yuzulemon,3.99,
Cafe Pacific,Bottled Drinks,Smart Water,2.08,
Cafe Pacific,Bottled Drinks,Fiji Water,1.83,
Cafe Pacific,Bottled Drinks,Yogu,1.83,
Cafe Pacific,Canned Drinks,Green Tea Bottle,2.99,https://www.ithacatogo.com/food/v_1_i191833s.jpg
Cafe Pacific,Bubble Tea,Bubble Tea WITH Creamer,4.95,https://www.ithacatogo.com/food/v_2_i193424s.jpg
Cafe Pacific,Bubble Tea,Bubble Tea without Creamer,4.95,
Cafe Pacific,Cold Drinks,Smoothie,4.89,
Cafe Pacific,Cold Drinks,Slush,5.35,
Cafe Pacific,Cold Drinks,Milkshake,4.89,https://www.ithacatogo.com/food/v_1_i193563s.jpg
Cafe Pacific,Ice Cream,Lava Cake,7.59,https://www.ithacatogo.com/food/v_2_i193758s.jpg
Cafe Pacific,Ice Cream,Ice Cream,3,https://www.ithacatogo.com/food/v_1_i193628s.jpg
Cafe Pacific,Ice Cream,Ice Cream (Maeda En),5.9,
Cafe Pacific,Ice Cream,Mochi Ice Cream (Mikawaya),7.85,
Calios,Appetizers,1/2 Pound Boneless Wings,6.15,https://www.ithacatogo.com/food/v_1_i7590099s.jpg
Calios,Appetizers,5 Jumbo Chicken Wings,5.99,https://www.ithacatogo.com/food/v_1_i9890540s.jpg
Calios,Appetizers,Chicken Tenders,6.99,
Calios,Appetizers,French Fries,3.33,https://www.ithacatogo.com/food/v_1_i11308788s.jpg
Calios,Appetizers,Seasoned Curly Fries,3.33,
Calios,Appetizers,Loaded French Fries,5.79,
Calios,Appetizers,Loaded Curly Fries,5.79,
Calios,Appetizers,Pound Boneless Wings,10.79,
Calios,Appetizers,10 Jumbo Chicken Wings,10.99,https://www.ithacatogo.com/food/v_1_i9890550s.jpg
Calios,Appetizers,20 Jumbo Chicken Wings,20.99,
Calios,Appetizers,Mozzarella Sticks,7.87,https://www.ithacatogo.com/food/v_1_i7590179s.jpg
Calios,Appetizers,Tater Tots,3.33,https://www.ithacatogo.com/food/v_1_i7590184s.jpg
Calios,Appetizers,Loaded Tots,5.79,https://www.ithacatogo.com/food/v_1_i7590185s.jpg
Calios,Appetizers,Cinnamon Dough Chunks,4.86,https://www.ithacatogo.com/food/v_1_i7590186s.jpg
Calios,Appetizers,Garlic Dough Chunks,4.86,https://www.ithacatogo.com/food/v_2_i7590187s.jpg
Calios,Desserts,Apple Dessert Calzone,7.87,
Calios,Desserts,Milkshake,3.99,
Calios,Desserts,Cheesecake Dessert Calzone,7.87,https://www.ithacatogo.com/food/v_1_i7590191s.jpg
Calios,Desserts,Fried Oreos,6.99,
Calios,Desserts,Cookies N Cream Dessert Calzone,7.87,https://www.ithacatogo.com/food/v_1_i7590192s.jpg
Calios,Desserts,Brownie Dessert Calzone,7.87,
Calios,Drinks,Byrne Dairy Milk 2%,1.99,
Calios,Drinks,Byrne Dairy Chocolate Milk,1.99,
Calios,Drinks,Byrne Dairy Strawberry Milk,1.99,
Calios,Drinks,Coffee,1.99,
Calios,Drinks,20 oz. Bottle of Soda,1.99,
Calios,Drinks,Pure Leaf Tea,2.31,
Calios,Calios,Cheese Calio,8.32,
Calios,Calios,Garden Calio,8.32,
Calios,Calios,Broccoli and Cheese Calio,8.32,
Calios,Calios,Mac and Cheese Calio,8.32,
Calios,Calios,Buffalo Mac and Cheese Calio,8.32,
Calios,Calios,Eggplant Parm Calio,8.32,
Calios,Calios,Bacon Burger Calio,8.32,
Calios,Calios,Black N Blue Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590055s.jpg
Calios,Calios,Lazonia Calio,8.32,
Calios,Calios,Meatball Calio,8.32,
Calios,Calios,Shepard Calio,8.32,
Calios,Calios,Taco Calio,8.32,
Calios,Calios,The Big Calio ,8.32,
Calios,Calios,BBQC Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590064s.jpg
Calios,Calios,Buffalo Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590065s.jpg
Calios,Calios,CBP Calio,8.32,
Calios,Calios,CBR Calio,8.32,
Calios,Calios,Chicken Bacon Calio,8.32,
Calios,Calios,Chicken Club Calio,8.32,
Calios,Calios,Chicken N Broccoli Calio,8.32,
Calios,Calios,Chicken Ranch Calio,8.32,
Calios,Calios,Cordon Bleu Calio,8.32,
Calios,Calios,Enchilada Calio,8.32,
Calios,Calios,Fajita Calio,8.32,
Calios,Calios,Parma Calio,8.32,
Calios,Calios,Ranchalo Calio,8.32,
Calios,Calios,Spin N Chicken Calio,8.32,
Calios,Calios,Hearty Calio,8.32,
Calios,Calios,Italy Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590033s.jpg
Calios,Calios,Pepperoni Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590034s.jpg
Calios,Calios,Pestoni Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590035s.jpg
Calios,Calios,Pyro Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590036s.jpg
Calios,Calios,Roni N Sausage,8.32,
Calios,Calios,Super Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590041s.jpg
Calios,Calios,BBQS Calio,8.32,
Calios,Calios,Mikey B Calio,8.32,
Calios,Calios,Philly Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590049s.jpg
Calios,Calios,Rodeo Calio,8.32,
Calios,Calios,Ham N Broccoli Calio,8.32,
Calios,Calios,Ham N Cheese Calio,8.32,
Calios,Calios,Hawaiian Calio,8.32,
Calios,Calios,Baked Potato Calio,8.32,
Calios,Calios,Garbage Calio,8.32,
Calios,Calios,Garden Calio,8.32,
Calios,Calios,Mac N Cheese Calio,8.32,
Calios,Calios,Mac N Dog Calio,8.32,https://www.ithacatogo.com/food/v_1_i7590094s.jpg
Calios,Calios,Scramble Calio,8.32,
College Town Pizza,Appetizers,Boneless Wings,6.5,
College Town Pizza,Appetizers,Chicken Wings,5.99,
College Town Pizza,Appetizers,Chicken Wings,9.99,
College Town Pizza,Appetizers,Hummus,4.99,
College Town Pizza,Appetizers,Mozzarella Sticks,5.99,
College Town Pizza,Appetizers,French Fries,3.25,
College Town Pizza,Appetizers,Cheese Fries,3.99,
College Town Pizza,Appetizers,Curly Fries,3.25,
College Town Pizza,Appetizers,Curly Cheese Fries,3.99,
College Town Pizza,Appetizers,Onion Rings,3.25,
College Town Pizza,Appetizers,Garlic Knots,1.5,
College Town Pizza,Appetizers,Falafel,4.99,
College Town Pizza,Appetizers,Grape Leaves,4.99,
College Town Pizza,Calzones & Stromboli,Eggplant,7.99,
College Town Pizza,Calzones & Stromboli,Pepperoni Lovers,7.99,
College Town Pizza,Calzones & Stromboli,Hawaiian,7.99,
College Town Pizza,Calzones & Stromboli,Chicken Parmesan,7.99,
College Town Pizza,Calzones & Stromboli,Gyro Meat,7.99,
College Town Pizza,Calzones & Stromboli,Chicken Buffalo Wing,7.99,
College Town Pizza,Calzones & Stromboli,"Chicken, Bacon and Ranch",7.99,
College Town Pizza,Calzones & Stromboli,Greek,7.99,
College Town Pizza,Calzones & Stromboli,Chicken Broccoli,7.99,
College Town Pizza,Calzones & Stromboli,Honey BBQ Chicken,7.99,
College Town Pizza,Calzones & Stromboli,Chicken Tomato Ranch,7.99,
College Town Pizza,Calzones & Stromboli,Philly Cheesesteak,7.99,
College Town Pizza,Calzones & Stromboli,Brooklyn,7.99,
College Town Pizza,Calzones & Stromboli,Meat Lovers,7.99,https://www.ithacatogo.com/food/v_1_i13041273s.jpg
College Town Pizza,Pasta,Build Your Own Pasta,9.99,
College Town Pizza,Pasta,Spaghetti & Meatballs,11.99,
College Town Pizza,Pasta,Sausage Parmesan,11.99,
College Town Pizza,Pasta,Chicken Parmesan,11.99,
College Town Pizza,Pasta,Baked Ziti,11.99,https://www.ithacatogo.com/food/v_1_i13041352s.jpg
College Town Pizza,Pasta,Baked Manicotti,11.99,
College Town Pizza,Pasta,Eggplant Parmesan,11.99,
College Town Pizza,Pasta,Meatball Parmesan,11.99,
College Town Pizza,Pasta,Baked Lasagna,11.99,
College Town Pizza,Pasta,Baked Cheese Ravioli,11.99,
College Town Pizza,Pasta,Baked Stuffed Shells,11.99,
College Town Pizza,Pasta,Pasta Primavera,11.99,
College Town Pizza,Pasta,Shrimp Scampi,11.99,
College Town Pizza,Pasta,Chicken Alfredo w/ Pasta,11.99,
College Town Pizza,Assorted House Subs,Philly Cheese Steak Sub,8.99,
College Town Pizza,Assorted House Subs,Chicken Bacon Ranch Sub,8.99,
College Town Pizza,Assorted House Subs,The Bomber Sub,8.99,
College Town Pizza,Assorted House Subs,Turkey Sub,8.99,
College Town Pizza,Assorted House Subs,Buffalo Chicken Sub,8.99,
College Town Pizza,Assorted House Subs,Italian Sub,8.99,
College Town Pizza,Assorted House Subs,Gyro Sub,8.99,
College Town Pizza,Classic Hot Subs,Chicken Parm Sub,8.99,
College Town Pizza,Classic Hot Subs,Eggplant Parm Sub,8.99,
College Town Pizza,Classic Hot Subs,Sausage Parm Sub,8.99,
College Town Pizza,Classic Hot Subs,Meatball Parm Sub,8.99,
College Town Pizza,Pizza,Slice of pizza,2.99,https://www.ithacatogo.com/food/v_1_i13040438s.jpg
College Town Pizza,Pizza,"Gluten Free 12""",8.99,https://www.ithacatogo.com/food/v_2_i13039675s.jpg
College Town Pizza,Pizza,"Medium Pizza 14""",10.99,
College Town Pizza,Pizza,"Large Pizza 16""",12.99,https://www.ithacatogo.com/food/v_1_i13039679s.jpg
College Town Pizza,Pizza,"Extra Large Pizza 18""",14.99,
College Town Pizza,Pizza,Sheet Pizza,20.99,
College Town Pizza,Pizza,Sicilian Pizza,14.99,
College Town Pizza,Gourmet Pizza,"Medium Pizza 14""",15.99,
College Town Pizza,Gourmet Pizza,"Large Pizza 16""",17.99,
College Town Pizza,Gourmet Pizza,"Extra Large Pizza 18""",19.99,
College Town Pizza,House specialties,Slice of Eggplant ,3.5,
College Town Pizza,House specialties,Medium  Eggplant,15.99,
College Town Pizza,House specialties,Large  Eggplant ,17.99,
College Town Pizza,House specialties,Extra Large  Eggplant ,19.99,
College Town Pizza,House specialties,Sheet Eggplant ,23.99,
College Town Pizza,House specialties,Slice of Honey BBQ ,3.5,
College Town Pizza,House specialties,Medium  Honey BBQ ,15.99,
College Town Pizza,House specialties,Large  Honey BBQ ,17.99,
College Town Pizza,House specialties,Extra Large  Honey BBQ ,19.99,
College Town Pizza,House specialties,Sheet Honey BBQ,23.99,
College Town Pizza,House specialties,Slice of Greek ,3.5,
College Town Pizza,House specialties,Medium  Greek ,15.99,
College Town Pizza,House specialties,Large  Greek ,17.99,
College Town Pizza,House specialties,Extra Large  Greek ,19.99,
College Town Pizza,House specialties,Sheet Greek ,23.99,
College Town Pizza,House specialties,Slice of Chicken Broccoli ,3.5,
College Town Pizza,House specialties,Medium  Chicken Broccoli,15.99,
College Town Pizza,House specialties,Large Chicken Broccoli ,17.99,
College Town Pizza,House specialties,Extra Large  Chicken Broccoli ,19.99,
College Town Pizza,House specialties,Sheet Chicken Broccoli ,23.99,
College Town Pizza,House specialties,Slice of Meat Lovers Pizza,3.5,
College Town Pizza,House specialties,Medium  Meat Lovers ,15.99,
College Town Pizza,House specialties,Large  Meat Lovers ,17.99,
College Town Pizza,House specialties,Extra Large  Meat Lovers,19.99,
College Town Pizza,House specialties,Sheet Meat Lovers Pizza,23.99,
College Town Pizza,House specialties,Slice of Chicken Bacon and Ranch Pizza,3.5,
College Town Pizza,House specialties,Medium  CBR,15.99,
College Town Pizza,House specialties,Large  CBR,17.99,
College Town Pizza,House specialties,Extra Large CBR,19.99,
College Town Pizza,House specialties,Sheet CBR,23.99,
College Town Pizza,House specialties,Slice of Buffalo Chicken ,3.5,
College Town Pizza,House specialties,Medium  Buffalo Chicken ,15.99,
College Town Pizza,House specialties,Large  Buffalo Chicken ,17.99,
College Town Pizza,House specialties,Extra Large  Buffalo Chicken ,19.99,
College Town Pizza,House specialties,Sheet Buffalo Chicken,23.99,
College Town Pizza,House specialties,Slice of Margarita Pizza,3.5,https://www.ithacatogo.com/food/v_1_i13041362s.jpg
College Town Pizza,House specialties,Medium  Margarita ,15.99,
College Town Pizza,House specialties,Large  Margarita ,17.99,
College Town Pizza,House specialties,Extra Large  Margarita ,19.99,
College Town Pizza,House specialties,Sheet Margarita ,23.99,
College Town Pizza,House specialties,Slice of Gyro Meat,3.5,
College Town Pizza,House specialties,Medium  Gyro Meat ,15.99,
College Town Pizza,House specialties,:arge  Gyro Meat ,17.99,
College Town Pizza,House specialties,Extra Large  Gyro Meat ,19.99,
College Town Pizza,House specialties,Sheet Gyro Meat Pizza,23.99,
College Town Pizza,House specialties,Slice of Chicken Parmesan Pizza,3.5,
College Town Pizza,House specialties,Medium  Chicken Parm ,15.99,
College Town Pizza,House specialties,Large  Chicken Parm ,17.99,
College Town Pizza,House specialties,Extra Large  Chicken Parm ,19.99,
College Town Pizza,House specialties,Sheet Chicken Parm ,23.99,
College Town Pizza,House specialties,Slice of Hawaiian ,3.5,
College Town Pizza,House specialties,Medium  Hawaiian ,15.99,
College Town Pizza,House specialties,Large  Hawaiian ,17.99,
College Town Pizza,House specialties,Extra Large  Hawaiian ,19.99,
College Town Pizza,House specialties,Sheet Hawaiian ,23.99,
College Town Pizza,House specialties,Slice of Brooklyn,3.5,
College Town Pizza,House specialties,Medium  Brooklyn ,15.99,
College Town Pizza,House specialties,Large  Brooklyn,17.99,
College Town Pizza,House specialties,Extra Large  Brooklyn ,19.99,
College Town Pizza,House specialties,Brooklyn Sheet Pizza,23.99,
College Town Pizza,House specialties,Slice of Baked Ziti pizza,3.5,
College Town Pizza,House specialties,Medium  Baked Ziti,15.99,
College Town Pizza,House specialties,Large  Baked Ziti ,17.99,
College Town Pizza,House specialties,Extra Large  Baked Ziti ,19.99,
College Town Pizza,House specialties,Baked Ziti Sheet Pizza,23.99,
College Town Pizza,House specialties,Slice of White pizza,3.5,
College Town Pizza,House specialties,Medium White Pizza,15.99,
College Town Pizza,House specialties,Large White Pizza,17.99,
College Town Pizza,House specialties,Extra Large White Pizza,19.99,
College Town Pizza,House specialties,Sheet White Pizza,23.99,
College Town Pizza,House specialties,Slice of Chicken Tomato Ranch Pizza,3.5,
College Town Pizza,House specialties,Medium CTR,15.99,
College Town Pizza,House specialties,Large CTR,17.99,
College Town Pizza,House specialties,Extra Large CTR ,19.99,
College Town Pizza,House specialties,Sheet CTR ,23.99,
College Town Pizza,House specialties,Slice of Philly Cheesesteak ,3.5,
College Town Pizza,House specialties,Medium  Philly Cheesesteak ,15.99,
College Town Pizza,House specialties,Large  Philly Cheesesteak ,17.99,
College Town Pizza,House specialties,Extra Large  Philly Cheesesteak ,19.99,
College Town Pizza,House specialties,Philly Cheesesteak Sheet,23.99,
College Town Pizza,Mediterranean and Halal foods,Beef Gyro Pita,9.99,
College Town Pizza,Mediterranean and Halal foods,Chicken Shawarma Pita,9.99,
College Town Pizza,Mediterranean and Halal foods,Chicken Shawarma Over Rice,11.99,
College Town Pizza,Mediterranean and Halal foods,Beef Gyro Over Rice,11.99,
College Town Pizza,Mediterranean and Halal foods,Falafel Over Rice,11.99,
College Town Pizza,Mediterranean and Halal foods,Chicken Over Rice,11.99,
College Town Pizza,Mediterranean and Halal foods,Falafel Pita,9.99,
College Town Pizza,Mediterranean and Halal foods,Chicken Shawarma Pita,9.99,
College Town Pizza,Burgers,Hamburger,8.29,
College Town Pizza,Burgers,Cheeseburger,8.99,
College Town Pizza,Burgers,Bacon Cheeseburger,9.49,
College Town Pizza,Burgers,Double Cheeseburger,10.99,
College Town Pizza,Burgers,Gyro Cheeseburger,10.99,
College Town Pizza,Pita Sandwiches,Chicken pita,8.99,
College Town Pizza,Pita Sandwiches,Falafel Pita,8.99,
College Town Pizza,Pita Sandwiches,Chicken shawarma pita,8.99,
College Town Pizza,Pita Sandwiches,Spicy Chicken Pita,8.99,
College Town Pizza,Pita Sandwiches,Gyro Pita,8.99,
College Town Pizza,Salads,Build Your Own Salad,4.99,
College Town Pizza,Salads,Buffalo Chicken Salad (Small),5.99,
College Town Pizza,Salads,Buffalo Chicken Salad (Large),7.99,
College Town Pizza,Salads,Caesar Salad (Small),4.99,https://www.ithacatogo.com/food/v_1_i13039374s.jpg
College Town Pizza,Salads,Caesar Salad (Large),6.99,
College Town Pizza,Salads,Spinach Salad (Small),4.99,
College Town Pizza,Salads,Spinach Salad (Large),6.99,
College Town Pizza,Salads,Greek Salad (Small),4.99,
College Town Pizza,Salads,Greek Salad (Large),6.99,
College Town Pizza,Desserts,Cookies,1.5,
College Town Pizza,Desserts,NY Cheesecake,2.99,
College Town Pizza,Desserts,Tiramisu,2.99,https://www.ithacatogo.com/food/v_2_i13041684s.jpg
College Town Pizza,Desserts,Brownies,1.75,
College Town Pizza,Desserts,Baklava,2.99,
Carvel Ice Cream,Carvelanche,Small Carvelanche,4.49,
Carvel Ice Cream,Carvelanche,Regular Carvelanche,5.49,
Carvel Ice Cream,Thick Shakes,Small Thick Shake,3.99,
Carvel Ice Cream,Thick Shakes,Regular Thick Shake,4.99,
Carvel Ice Cream,Cups and Cones,Small Cup,2.89,
Carvel Ice Cream,Cups and Cones,Regular Cup,3.69,
Carvel Ice Cream,Cups and Cones,Small Cone,2.89,
Carvel Ice Cream,Cups and Cones,Regular Cone,3.69,
Carvel Ice Cream,Classic Sundaes,Small Classic Sundae,3.39,
Carvel Ice Cream,Classic Sundaes,Regular Classic Sundae,3.99,
Carvel Ice Cream,Sundae Dashers,Small Sundae Dasher,5.99,
Carvel Ice Cream,Sundae Dashers,Regular Sundae Dashers,6.99,
Chatty Cathy,Smoothies,Dior Body Good Smoothie,7.99,
Chatty Cathy,Smoothies,Sun's Out Guns Out Smoothie,7.99,
Chatty Cathy,Smoothies,Pina Colada Smoothie,7.99,
Chatty Cathy,Smoothies,Berry Good Smoothie,7.99,
Chatty Cathy,Smoothies,Chatty Cathy Smoothie,7.99,
Chatty Cathy,Smoothies,Matcha Detox Smoothie,7.99,https://www.ithacatogo.com/food/v_1_i11467349s.jpg
Chatty Cathy,Smoothies,Acai Berry Smoothie,7.99,https://www.ithacatogo.com/food/v_1_i11467350s.jpg
Chatty Cathy,Fresh Pressed Juices,Caliente Juice,7.99,https://www.ithacatogo.com/food/v_1_i11467391s.jpg
Chatty Cathy,Fresh Pressed Juices,Detoxified Juice,7.99,https://www.ithacatogo.com/food/v_1_i11467392s.jpg
Chatty Cathy,Fresh Pressed Juices,Green Goddess Juice,7.99,https://www.ithacatogo.com/food/v_1_i11467393s.jpg
Chatty Cathy,Fresh Pressed Juices,Love Juice,7.99,https://www.ithacatogo.com/food/v_2_i11467394s.jpg
Chatty Cathy,Fresh Pressed Juices,Rehab Juice,7.99,
Chatty Cathy,Iced Italian Roast Coffee,Small Cold Brew,3,
Chatty Cathy,Iced Italian Roast Coffee,Large Cold Brew,3.75,
Chatty Cathy,Iced Italian Roast Coffee,Small Iced Americano,3.25,
Chatty Cathy,Iced Italian Roast Coffee,Large Iced Americano,4.25,
Chatty Cathy,Iced Italian Roast Coffee,Small Iced Latte,3.5,
Chatty Cathy,Iced Italian Roast Coffee,Large Iced Latte,4.5,
Chatty Cathy,Iced Italian Roast Coffee,Small Iced Capuccino,4,
Chatty Cathy,Iced Italian Roast Coffee,Large Iced Cappuccino,5,
Chatty Cathy,Iced Italian Roast Coffee,Small Iced Mocha,4.5,
Chatty Cathy,Iced Italian Roast Coffee,Large Iced Mocha,5,https://www.ithacatogo.com/food/v_1_i11451552s.jpg
Chatty Cathy,Acai Bowls,Crunchy Acai Bowl,10.99,https://www.ithacatogo.com/food/v_6_i11458119s.jpg
Chatty Cathy,Acai Bowls,Breakfast at Tiffany's Acai Bowl,10.99,https://www.ithacatogo.com/food/v_1_i15257703s.jpg
Chatty Cathy,Acai Bowls,Miami Acai Bowl,10.99,https://www.ithacatogo.com/food/v_6_i11458141s.jpg
Chatty Cathy,Acai Bowls,Berry Loco Acai Bowl,10.99,https://www.ithacatogo.com/food/v_2_i11458142s.jpg
Chatty Cathy,Acai Bowls,Bad and Boujee Acai Bowl,10.99,https://www.ithacatogo.com/food/v_2_i11458143s.jpg
Chatty Cathy,Acai Bowls,Candy Apple Acai Bowl,10.99,
Chatty Cathy,Acai Bowls,Par Yay Acai Bowl,10.99,
Chatty Cathy,Acai Bowls,Money Moves Acai Bowl,10.99,https://www.ithacatogo.com/food/v_1_i12635492s.jpg
Chatty Cathy,Oatmeal Bowls,Breakfast at Tiffany's Oatmeal Bowl,7.99,
Chatty Cathy,Oatmeal Bowls,Crunchy Oatmeal Bowl,7.99,https://www.ithacatogo.com/food/v_1_i11451330s.jpg
Chatty Cathy,Oatmeal Bowls,Miami Oatmeal Bowl,7.99,
Chatty Cathy,Oatmeal Bowls,Berry Loco Oatmeal Bowl,7.99,https://www.ithacatogo.com/food/v_2_i11451377s.jpg
Chatty Cathy,Oatmeal Bowls,Candy Apple Oatmeal Bowl,7.99,https://www.ithacatogo.com/food/v_1_i11451379s.jpg
Chatty Cathy,Oatmeal Bowls,Bad and Boujee Oatmeal Bowl,7.99,https://www.ithacatogo.com/food/v_2_i11451378s.jpg
Chatty Cathy,Oatmeal Bowls,Par Yay Oatmeal Bowl,7.99,
Chatty Cathy,Oatmeal Bowls,Money Moves Oatmeal Bowl,8.99,
Chatty Cathy,Parfait Bowls,Crunchy Parfait,7.99,
Chatty Cathy,Parfait Bowls,Breakfast at Tiffany's Parfait Bowl,7.99,
Chatty Cathy,Parfait Bowls,Miami Parfait,7.99,
Chatty Cathy,Parfait Bowls,Berry Loco Parfait,7.99,
Chatty Cathy,Parfait Bowls,Bad and Boujee Parfait,7.99,
Chatty Cathy,Parfait Bowls,Par Yay Parfait,7.99,
Chatty Cathy,Parfait Bowls,Money Moves Parfait,8.99,
Chatty Cathy,Hot Italian Roast Coffee,Single Espresso,2,
Chatty Cathy,Hot Italian Roast Coffee,Double Espresso,3,
Chatty Cathy,Hot Italian Roast Coffee,Single Macchiato,2.5,
Chatty Cathy,Hot Italian Roast Coffee,Double Macchiato,3.5,
Chatty Cathy,Hot Italian Roast Coffee,Single Flat White,3,
Chatty Cathy,Hot Italian Roast Coffee,Double Flat White,4,
Chatty Cathy,Hot Italian Roast Coffee,Single Con Panna,2.5,
Chatty Cathy,Hot Italian Roast Coffee,Double Con Panna,3.5,
Chatty Cathy,Hot Italian Roast Coffee,Small Americano,3,
Chatty Cathy,Hot Italian Roast Coffee,Medium Americano,3.75,https://www.ithacatogo.com/food/v_1_i11451404s.jpg
Chatty Cathy,Hot Italian Roast Coffee,Large Americano,4.25,
Chatty Cathy,Hot Italian Roast Coffee,Small Latte,3.5,
Chatty Cathy,Hot Italian Roast Coffee,Medium Latte,4,
Chatty Cathy,Hot Italian Roast Coffee,Large Latte,4.5,https://www.ithacatogo.com/food/v_1_i11451446s.jpg
Chatty Cathy,Hot Italian Roast Coffee,Small Cappuccino,3.5,
Chatty Cathy,Hot Italian Roast Coffee,Medium Cappuccino,4,
Chatty Cathy,Hot Italian Roast Coffee,Large Cappuccino,4.5,https://www.ithacatogo.com/food/v_1_i11451460s.jpg
Chatty Cathy,Hot Italian Roast Coffee,Small Mocha Latte,4,
Chatty Cathy,Hot Italian Roast Coffee,Medium Mocha Latte,4.5,
Chatty Cathy,Hot Italian Roast Coffee,Large Mocha Latte,5,
Chatty Cathy,Hot Italian Roast Coffee,Small Caramel Mochaccino,4,
Chatty Cathy,Hot Italian Roast Coffee,Medium Caramel Mochaccino,4.5,
Chatty Cathy,Hot Italian Roast Coffee,Large Caramel Mochaccino,5,
Chatty Cathy,Hot Italian Roast Coffee,Small Hot Chocolate,3.5,
Chatty Cathy,Hot Italian Roast Coffee,Medium Hot Chocolate,4,
Chatty Cathy,Hot Italian Roast Coffee,Large Hot Chocolate,4.5,
Chatty Cathy,Hot Tea,Harney & Sons,3,
Chatty Cathy,Hot Tea,Small Chai Tea Latte,4,
Chatty Cathy,Hot Tea,Medium Chai Tea Latte,4.5,
Chatty Cathy,Hot Tea,Large Chai Tea Latte,5,
Chatty Cathy,Hot Tea,Small Matcha Tea,3,
Chatty Cathy,Hot Tea,Medium Matcha Tea,3.5,https://www.ithacatogo.com/food/v_1_i11451674s.jpg
Chatty Cathy,Hot Tea,Large Matcha Tea,4,https://www.ithacatogo.com/food/v_1_i11451675s.jpg
Chatty Cathy,Hot Tea,Small Matcha Tea Latte,3.5,
Chatty Cathy,Hot Tea,Medium Matcha Tea Latte,4,
Chatty Cathy,Hot Tea,Large Matcha Tea Latte,4.5,
Chatty Cathy,Hot Tea,Small Chai Matcha Tea Latte,4.25,
Chatty Cathy,Hot Tea,Medium Chai Matcha Tea Latte,4.5,
Chatty Cathy,Hot Tea,Large Chai Matcha Tea Latte,5,
Chatty Cathy,Iced Tea,Small Iced Chai Tea Latte,4,
Chatty Cathy,Iced Tea,Large Iced Chai Tea Latte,4.5,
Chatty Cathy,Iced Tea,Small Iced Matcha Tea,3,
Chatty Cathy,Iced Tea,Large Iced Matcha Tea,4,https://www.ithacatogo.com/food/v_1_i11451762s.jpg
Chatty Cathy,Iced Tea,Small Iced Matcha Tea Latte,3.5,
Chatty Cathy,Iced Tea,Large Iced Matcha Tea Latte,4.5,
Chatty Cathy,Iced Tea,Small Iced Chai Matcha Tea Latte,4.25,
Chatty Cathy,Iced Tea,Large Iced Chai Matcha Tea Latte,5,
Chili's,Apps To Share,Southwestern Egg Rolls,9.19,https://www.ithacatogo.com/food/v_1_i13133582s.jpg
Chili's,Apps To Share,Margarita Flatbread,8.99,
Chili's,Apps To Share,Triple Dipper,12.19,
Chili's,Apps To Share,Chips and Salsa,4.19,
Chili's,Apps To Share,Awesome Blossom Petals ,6.79,
Chili's,Apps To Share,Crispy Cheddar Bites ,6.89,
Chili's,Apps To Share,Loaded Boneless Wings ,10.39,https://www.ithacatogo.com/food/v_1_i13133608s.jpg
Chili's,Apps To Share,Skillet Queso ,6.69,
Chili's,Apps To Share,White Spinach Queso ,7.79,https://www.ithacatogo.com/food/v_1_i13133610s.jpg
Chili's,Apps To Share,Boneless Wings ,10.19,https://www.ithacatogo.com/food/v_1_i13165070s.jpg
Chili's,Apps To Share,Bone-In Wings,10.39,
Chili's,Apps To Share,Fresh Guacamole,6.19,
Chili's,Soups,Chicken Enchilada Soup (cup),3.49,
Chili's,Soups,Southwest Chicken Soup (Cup),3.49,
Chili's,Soups,The Original Chili (Cup),3.89,
Chili's,Soups,New England Clam Chowder (Cup),3.69,
Chili's,Soups,New England Clam Chowder (Bowl),5.29,
Chili's,Soups,Bowl of Chili & Salad,8.69,
Chili's,Soups,Bowl of Chowder & Salad,7.99,
Chili's,Soups,Bowl of Soup & Salad,7.89,
Chili's,Our Good Sides,Fries (420 cal),1.99,https://www.ithacatogo.com/food/v_1_i13169888s.jpg
Chili's,Our Good Sides,Coleslaw (240 cal),1.99,https://www.ithacatogo.com/food/v_1_i13169889s.jpg
Chili's,Our Good Sides,Steamed Broccoli (40 cal),1.99,https://www.ithacatogo.com/food/v_1_i13169890s.jpg
Chili's,Our Good Sides,Sweet Corn on the Cob (220 cal),1.99,https://www.ithacatogo.com/food/v_1_i13169895s.jpg
Chili's,Our Good Sides,Loaded Mashed Potatoes (380 cal),1.99,https://www.ithacatogo.com/food/v_2_i13169896s.jpg
Chili's,Our Good Sides,Mexican Rice (160 cal),1.99,
